Sample_ID,category1,category2,Kingdom,Phylum,Class,Order,value
X1,larvae,lab larvae,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,0
X10,water,lab water,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,0
X11,water,lab water,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,0
X2,larvae,lab larvae,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,0
X3,larvae,lab larvae,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,0
X4,larvae,lab larvae,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,0
X8,water,lab water,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,0
X9,water,lab water,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,0
AA100,water,field water,Bacteria,Proteobacteria,Betaproteobacteria,SC-I-84,0.038772532
AA101,water,field water,Bacteria,Proteobacteria,Betaproteobacteria,SC-I-84,0
AA103,water,field water,Bacteria,Proteobacteria,Betaproteobacteria,SC-I-84,0
AA106,water,field water,Bacteria,Proteobacteria,Betaproteobacteria,SC-I-84,0
AA107,water,field water,Bacteria,Proteobacteria,Betaproteobacteria,SC-I-84,0
AA108,water,field water,Bacteria,Proteobacteria,Betaproteobacteria,SC-I-84,0
AA109,water,field water,Bacteria,Proteobacteria,Betaproteobacteria,SC-I-84,0
AA112,water,field water,Bacteria,Proteobacteria,Betaproteobacteria,SC-I-84,0
AA113,water,field water,Bacteria,Proteobacteria,Betaproteobacteria,SC-I-84,0
AA62,water,field water,Bacteria,Proteobacteria,Betaproteobacteria,SC-I-84,0
AA63,water,field water,Bacteria,Proteobacteria,Betaproteobacteria,SC-I-84,0
AA65,water,field water,Bacteria,Proteobacteria,Betaproteobacteria,SC-I-84,0
AA66,water,field water,Bacteria,Proteobacteria,Betaproteobacteria,SC-I-84,0
AA67,water,field water,Bacteria,Proteobacteria,Betaproteobacteria,SC-I-84,0
AA79,water,field water,Bacteria,Proteobacteria,Betaproteobacteria,SC-I-84,0
AA82,water,field water,Bacteria,Proteobacteria,Betaproteobacteria,SC-I-84,0
AA84,water,field water,Bacteria,Proteobacteria,Betaproteobacteria,SC-I-84,0
AA85,water,field water,Bacteria,Proteobacteria,Betaproteobacteria,SC-I-84,0
AA88,water,field water,Bacteria,Proteobacteria,Betaproteobacteria,SC-I-84,0
AA89,water,field water,Bacteria,Proteobacteria,Betaproteobacteria,SC-I-84,0
AA90,water,field water,Bacteria,Proteobacteria,Betaproteobacteria,SC-I-84,0
AA91,water,field water,Bacteria,Proteobacteria,Betaproteobacteria,SC-I-84,0
AA94,water,field water,Bacteria,Proteobacteria,Betaproteobacteria,SC-I-84,0
AA95,water,field water,Bacteria,Proteobacteria,Betaproteobacteria,SC-I-84,0
AA96,water,field water,Bacteria,Proteobacteria,Betaproteobacteria,SC-I-84,0
AA98,water,field water,Bacteria,Proteobacteria,Betaproteobacteria,SC-I-84,0
AA99,water,field water,Bacteria,Proteobacteria,Betaproteobacteria,SC-I-84,0
LAA1,larvae,field larvae,Bacteria,Proteobacteria,Betaproteobacteria,SC-I-84,0
LAA10,larvae,field larvae,Bacteria,Proteobacteria,Betaproteobacteria,SC-I-84,0
LAA11,larvae,field larvae,Bacteria,Proteobacteria,Betaproteobacteria,SC-I-84,0
LAA12,larvae,field larvae,Bacteria,Proteobacteria,Betaproteobacteria,SC-I-84,0
LAA13,larvae,field larvae,Bacteria,Proteobacteria,Betaproteobacteria,SC-I-84,0
LAA15,larvae,field larvae,Bacteria,Proteobacteria,Betaproteobacteria,SC-I-84,0
LAA17,larvae,field larvae,Bacteria,Proteobacteria,Betaproteobacteria,SC-I-84,0
LAA18,larvae,field larvae,Bacteria,Proteobacteria,Betaproteobacteria,SC-I-84,0
LAA2,larvae,field larvae,Bacteria,Proteobacteria,Betaproteobacteria,SC-I-84,0
LAA20,larvae,field larvae,Bacteria,Proteobacteria,Betaproteobacteria,SC-I-84,0
LAA22,larvae,field larvae,Bacteria,Proteobacteria,Betaproteobacteria,SC-I-84,0
LAA23,larvae,field larvae,Bacteria,Proteobacteria,Betaproteobacteria,SC-I-84,0
LAA24,larvae,field larvae,Bacteria,Proteobacteria,Betaproteobacteria,SC-I-84,0
LAA26,larvae,field larvae,Bacteria,Proteobacteria,Betaproteobacteria,SC-I-84,0
LAA27,larvae,field larvae,Bacteria,Proteobacteria,Betaproteobacteria,SC-I-84,0
LAA28,larvae,field larvae,Bacteria,Proteobacteria,Betaproteobacteria,SC-I-84,0
LAA29,larvae,field larvae,Bacteria,Proteobacteria,Betaproteobacteria,SC-I-84,0
LAA3,larvae,field larvae,Bacteria,Proteobacteria,Betaproteobacteria,SC-I-84,0
LAA30,larvae,field larvae,Bacteria,Proteobacteria,Betaproteobacteria,SC-I-84,0
LAA31,larvae,field larvae,Bacteria,Proteobacteria,Betaproteobacteria,SC-I-84,0
LAA32,larvae,field larvae,Bacteria,Proteobacteria,Betaproteobacteria,SC-I-84,0
LAA4,larvae,field larvae,Bacteria,Proteobacteria,Betaproteobacteria,SC-I-84,0
LAA5,larvae,field larvae,Bacteria,Proteobacteria,Betaproteobacteria,SC-I-84,0
LAA6,larvae,field larvae,Bacteria,Proteobacteria,Betaproteobacteria,SC-I-84,0
LAA7,larvae,field larvae,Bacteria,Proteobacteria,Betaproteobacteria,SC-I-84,0
LAA8,larvae,field larvae,Bacteria,Proteobacteria,Betaproteobacteria,SC-I-84,0
LAA9,larvae,field larvae,Bacteria,Proteobacteria,Betaproteobacteria,SC-I-84,0
X1,larvae,lab larvae,Bacteria,Proteobacteria,Betaproteobacteria,SC-I-84,0
X10,water,lab water,Bacteria,Proteobacteria,Betaproteobacteria,SC-I-84,0
X11,water,lab water,Bacteria,Proteobacteria,Betaproteobacteria,SC-I-84,0
X2,larvae,lab larvae,Bacteria,Proteobacteria,Betaproteobacteria,SC-I-84,0
X3,larvae,lab larvae,Bacteria,Proteobacteria,Betaproteobacteria,SC-I-84,0
X4,larvae,lab larvae,Bacteria,Proteobacteria,Betaproteobacteria,SC-I-84,0
X8,water,lab water,Bacteria,Proteobacteria,Betaproteobacteria,SC-I-84,0
X9,water,lab water,Bacteria,Proteobacteria,Betaproteobacteria,SC-I-84,0
AA100,water,field water,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,0
AA101,water,field water,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,0
AA103,water,field water,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,0
AA106,water,field water,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,0
AA107,water,field water,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,0
AA108,water,field water,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,0
AA109,water,field water,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,0
AA112,water,field water,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,0
AA113,water,field water,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,0
AA62,water,field water,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,0
AA63,water,field water,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,0
AA65,water,field water,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,0
AA66,water,field water,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,0
AA67,water,field water,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,0
AA79,water,field water,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,0
AA82,water,field water,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,0
AA84,water,field water,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,0
AA85,water,field water,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,0
AA88,water,field water,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,0
AA89,water,field water,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,0
AA90,water,field water,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,0
AA91,water,field water,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,0
AA94,water,field water,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,0
AA95,water,field water,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,0
AA96,water,field water,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,0
AA98,water,field water,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,0
AA99,water,field water,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,0
LAA1,larvae,field larvae,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,0
LAA10,larvae,field larvae,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,0
LAA11,larvae,field larvae,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,0
LAA12,larvae,field larvae,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,0
LAA13,larvae,field larvae,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,0
LAA15,larvae,field larvae,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,0
LAA17,larvae,field larvae,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,0
LAA18,larvae,field larvae,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,0
LAA2,larvae,field larvae,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,0
LAA20,larvae,field larvae,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,0
LAA22,larvae,field larvae,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,0
LAA23,larvae,field larvae,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,0
LAA24,larvae,field larvae,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,0
LAA26,larvae,field larvae,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,0
LAA27,larvae,field larvae,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,0
LAA28,larvae,field larvae,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,0
LAA29,larvae,field larvae,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,0
LAA3,larvae,field larvae,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,0
LAA30,larvae,field larvae,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,0
LAA31,larvae,field larvae,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,0
LAA32,larvae,field larvae,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,0.540330418
LAA4,larvae,field larvae,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,0
LAA5,larvae,field larvae,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,0
LAA6,larvae,field larvae,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,0
LAA7,larvae,field larvae,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,0
LAA8,larvae,field larvae,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,0
LAA9,larvae,field larvae,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,0
X1,larvae,lab larvae,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,0
X10,water,lab water,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,0.101101254
X11,water,lab water,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,0.031704691
X2,larvae,lab larvae,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,0
X3,larvae,lab larvae,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,0
X4,larvae,lab larvae,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,0
X8,water,lab water,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,0.055305466
X9,water,lab water,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,0.027752502
AA100,water,field water,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,0
AA101,water,field water,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,0
AA103,water,field water,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,0
AA106,water,field water,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,0
AA107,water,field water,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,0
AA108,water,field water,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,0
AA109,water,field water,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,0
AA112,water,field water,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,0
AA113,water,field water,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,0
AA62,water,field water,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,0
AA63,water,field water,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,0
AA65,water,field water,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,0
AA66,water,field water,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,0
AA67,water,field water,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,0
AA79,water,field water,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,0
AA82,water,field water,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,0
AA84,water,field water,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,0
AA85,water,field water,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,0
AA88,water,field water,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,0
AA89,water,field water,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,0
AA90,water,field water,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,0
AA91,water,field water,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,0.209864117
AA94,water,field water,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,0
AA95,water,field water,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,0
AA96,water,field water,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,0
AA98,water,field water,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,0
AA99,water,field water,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,0
LAA1,larvae,field larvae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,0.373036649
LAA10,larvae,field larvae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,0.151711027
LAA11,larvae,field larvae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,0
LAA12,larvae,field larvae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,0.082604736
LAA13,larvae,field larvae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,0.182198778
LAA15,larvae,field larvae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,0.085445205
LAA17,larvae,field larvae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,0.132544738
LAA18,larvae,field larvae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,0.489015193
LAA2,larvae,field larvae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,0.515684647
LAA20,larvae,field larvae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,0.094870588
LAA22,larvae,field larvae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,0.467655206
LAA23,larvae,field larvae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,0.037022253
LAA24,larvae,field larvae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,0.319272039
LAA26,larvae,field larvae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,0.223729342
LAA27,larvae,field larvae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,0
LAA28,larvae,field larvae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,0.105002253
LAA29,larvae,field larvae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,0.020638009
LAA3,larvae,field larvae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,0.211463309
LAA30,larvae,field larvae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,0.035349478
LAA31,larvae,field larvae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,0.026694505
LAA32,larvae,field larvae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,0.042274052
LAA4,larvae,field larvae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,0.465481397
LAA5,larvae,field larvae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,0.752716975
LAA6,larvae,field larvae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,0.133606213
LAA7,larvae,field larvae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,0
LAA8,larvae,field larvae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,0.245382465
LAA9,larvae,field larvae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,0.187663064
X1,larvae,lab larvae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,0
X10,water,lab water,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,0
X11,water,lab water,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,0
X2,larvae,lab larvae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,0
X3,larvae,lab larvae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,0
X4,larvae,lab larvae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,0
X8,water,lab water,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,0
X9,water,lab water,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,0
AA100,water,field water,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,0
AA101,water,field water,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,0
AA103,water,field water,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,0
AA106,water,field water,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,0
AA107,water,field water,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,0
AA108,water,field water,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,0
AA109,water,field water,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,0.02045984
AA112,water,field water,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,0
AA113,water,field water,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,0
AA62,water,field water,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,0
AA63,water,field water,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,0
AA65,water,field water,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,0
AA66,water,field water,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,0
AA67,water,field water,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,0
AA79,water,field water,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,0
AA82,water,field water,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,0
AA84,water,field water,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,0
AA85,water,field water,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,0.020247762
AA88,water,field water,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,0.035129219
AA89,water,field water,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,0
AA90,water,field water,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,0
AA91,water,field water,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,0
AA94,water,field water,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,0
AA95,water,field water,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,0
AA96,water,field water,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,0
AA98,water,field water,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,0
AA99,water,field water,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,0
LAA1,larvae,field larvae,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,0
LAA10,larvae,field larvae,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,0
LAA11,larvae,field larvae,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,0
LAA12,larvae,field larvae,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,0
LAA13,larvae,field larvae,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,0
LAA15,larvae,field larvae,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,0
LAA17,larvae,field larvae,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,0
LAA18,larvae,field larvae,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,0
LAA2,larvae,field larvae,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,0
LAA20,larvae,field larvae,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,0
LAA22,larvae,field larvae,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,0
LAA23,larvae,field larvae,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,0
LAA24,larvae,field larvae,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,0
LAA26,larvae,field larvae,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,0
LAA27,larvae,field larvae,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,0
LAA28,larvae,field larvae,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,0
LAA29,larvae,field larvae,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,0
LAA3,larvae,field larvae,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,0
LAA30,larvae,field larvae,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,0
LAA31,larvae,field larvae,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,0
LAA32,larvae,field larvae,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,0
LAA4,larvae,field larvae,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,0
LAA5,larvae,field larvae,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,0
LAA6,larvae,field larvae,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,0
LAA7,larvae,field larvae,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,0
LAA8,larvae,field larvae,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,0
LAA9,larvae,field larvae,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,0
X1,larvae,lab larvae,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,0
X10,water,lab water,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,0
X11,water,lab water,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,0
X2,larvae,lab larvae,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,0
X3,larvae,lab larvae,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,0
X4,larvae,lab larvae,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,0
X8,water,lab water,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,0
X9,water,lab water,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,0
AA100,water,field water,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,0
AA101,water,field water,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,0
AA103,water,field water,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,0
AA106,water,field water,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,0
AA107,water,field water,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,0
AA108,water,field water,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,0
AA109,water,field water,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,0
AA112,water,field water,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,0
AA113,water,field water,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,0
AA62,water,field water,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,0
AA63,water,field water,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,0
AA65,water,field water,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,0
AA66,water,field water,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,0
AA67,water,field water,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,0
AA79,water,field water,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,0
AA82,water,field water,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,0
AA84,water,field water,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,0
AA85,water,field water,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,0
AA88,water,field water,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,0
AA89,water,field water,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,0
AA90,water,field water,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,0
AA91,water,field water,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,0
AA94,water,field water,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,0
AA95,water,field water,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,0
AA96,water,field water,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,0
AA98,water,field water,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,0
AA99,water,field water,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,0
LAA1,larvae,field larvae,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,0
LAA10,larvae,field larvae,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,0
LAA11,larvae,field larvae,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,0
LAA12,larvae,field larvae,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,0
LAA13,larvae,field larvae,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,0
LAA15,larvae,field larvae,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,0
LAA17,larvae,field larvae,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,0
LAA18,larvae,field larvae,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,0
LAA2,larvae,field larvae,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,0
LAA20,larvae,field larvae,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,0
LAA22,larvae,field larvae,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,0
LAA23,larvae,field larvae,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,0
LAA24,larvae,field larvae,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,0
LAA26,larvae,field larvae,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,0
LAA27,larvae,field larvae,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,0
LAA28,larvae,field larvae,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,0
LAA29,larvae,field larvae,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,0.177015154
LAA3,larvae,field larvae,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,0
