Sample_ID,category1,category2,Kingdom,Phylum,Class,Order,value
LAA6,larvae,field larvae,Bacteria,Firmicutes,Bacilli,Bacillales,0
LAA7,larvae,field larvae,Bacteria,Firmicutes,Bacilli,Bacillales,0
LAA8,larvae,field larvae,Bacteria,Firmicutes,Bacilli,Bacillales,0
LAA9,larvae,field larvae,Bacteria,Firmicutes,Bacilli,Bacillales,0
X1,larvae,lab larvae,Bacteria,Firmicutes,Bacilli,Bacillales,0.093611298
X10,water,lab water,Bacteria,Firmicutes,Bacilli,Bacillales,0.092459468
X11,water,lab water,Bacteria,Firmicutes,Bacilli,Bacillales,0.056497458
X2,larvae,lab larvae,Bacteria,Firmicutes,Bacilli,Bacillales,0.079197
X3,larvae,lab larvae,Bacteria,Firmicutes,Bacilli,Bacillales,0.086677997
X4,larvae,lab larvae,Bacteria,Firmicutes,Bacilli,Bacillales,0.054516031
X8,water,lab water,Bacteria,Firmicutes,Bacilli,Bacillales,0.071658245
X9,water,lab water,Bacteria,Firmicutes,Bacilli,Bacillales,0.087716106
AA100,water,field water,Bacteria,Firmicutes,Clostridia,Clostridiales,0
AA101,water,field water,Bacteria,Firmicutes,Clostridia,Clostridiales,0
AA103,water,field water,Bacteria,Firmicutes,Clostridia,Clostridiales,0
AA106,water,field water,Bacteria,Firmicutes,Clostridia,Clostridiales,0
AA107,water,field water,Bacteria,Firmicutes,Clostridia,Clostridiales,0
AA108,water,field water,Bacteria,Firmicutes,Clostridia,Clostridiales,0.021829522
AA109,water,field water,Bacteria,Firmicutes,Clostridia,Clostridiales,0
AA112,water,field water,Bacteria,Firmicutes,Clostridia,Clostridiales,0
AA113,water,field water,Bacteria,Firmicutes,Clostridia,Clostridiales,0
AA62,water,field water,Bacteria,Firmicutes,Clostridia,Clostridiales,0
AA63,water,field water,Bacteria,Firmicutes,Clostridia,Clostridiales,0
AA65,water,field water,Bacteria,Firmicutes,Clostridia,Clostridiales,0
AA66,water,field water,Bacteria,Firmicutes,Clostridia,Clostridiales,0
AA67,water,field water,Bacteria,Firmicutes,Clostridia,Clostridiales,0
AA79,water,field water,Bacteria,Firmicutes,Clostridia,Clostridiales,0
AA82,water,field water,Bacteria,Firmicutes,Clostridia,Clostridiales,0
AA84,water,field water,Bacteria,Firmicutes,Clostridia,Clostridiales,0.03642769
AA85,water,field water,Bacteria,Firmicutes,Clostridia,Clostridiales,0.087133042
AA88,water,field water,Bacteria,Firmicutes,Clostridia,Clostridiales,0
AA89,water,field water,Bacteria,Firmicutes,Clostridia,Clostridiales,0
AA90,water,field water,Bacteria,Firmicutes,Clostridia,Clostridiales,0
AA91,water,field water,Bacteria,Firmicutes,Clostridia,Clostridiales,0.087065929
AA94,water,field water,Bacteria,Firmicutes,Clostridia,Clostridiales,0
AA95,water,field water,Bacteria,Firmicutes,Clostridia,Clostridiales,0
AA96,water,field water,Bacteria,Firmicutes,Clostridia,Clostridiales,0.028919429
AA98,water,field water,Bacteria,Firmicutes,Clostridia,Clostridiales,0
AA99,water,field water,Bacteria,Firmicutes,Clostridia,Clostridiales,0
LAA1,larvae,field larvae,Bacteria,Firmicutes,Clostridia,Clostridiales,0.103730366
LAA10,larvae,field larvae,Bacteria,Firmicutes,Clostridia,Clostridiales,0.149176172
LAA11,larvae,field larvae,Bacteria,Firmicutes,Clostridia,Clostridiales,0.652304609
LAA12,larvae,field larvae,Bacteria,Firmicutes,Clostridia,Clostridiales,0
LAA13,larvae,field larvae,Bacteria,Firmicutes,Clostridia,Clostridiales,0
LAA15,larvae,field larvae,Bacteria,Firmicutes,Clostridia,Clostridiales,0.108047945
LAA17,larvae,field larvae,Bacteria,Firmicutes,Clostridia,Clostridiales,0.579769487
LAA18,larvae,field larvae,Bacteria,Firmicutes,Clostridia,Clostridiales,0
LAA2,larvae,field larvae,Bacteria,Firmicutes,Clostridia,Clostridiales,0
LAA20,larvae,field larvae,Bacteria,Firmicutes,Clostridia,Clostridiales,0.228988235
LAA22,larvae,field larvae,Bacteria,Firmicutes,Clostridia,Clostridiales,0.076747597
LAA23,larvae,field larvae,Bacteria,Firmicutes,Clostridia,Clostridiales,0.37181918
LAA24,larvae,field larvae,Bacteria,Firmicutes,Clostridia,Clostridiales,0.049968441
LAA26,larvae,field larvae,Bacteria,Firmicutes,Clostridia,Clostridiales,0.242126598
LAA27,larvae,field larvae,Bacteria,Firmicutes,Clostridia,Clostridiales,0
LAA28,larvae,field larvae,Bacteria,Firmicutes,Clostridia,Clostridiales,0.046867959
LAA29,larvae,field larvae,Bacteria,Firmicutes,Clostridia,Clostridiales,0.620909252
LAA3,larvae,field larvae,Bacteria,Firmicutes,Clostridia,Clostridiales,0
LAA30,larvae,field larvae,Bacteria,Firmicutes,Clostridia,Clostridiales,0.332491679
LAA31,larvae,field larvae,Bacteria,Firmicutes,Clostridia,Clostridiales,0.321527105
LAA32,larvae,field larvae,Bacteria,Firmicutes,Clostridia,Clostridiales,0
LAA4,larvae,field larvae,Bacteria,Firmicutes,Clostridia,Clostridiales,0
LAA5,larvae,field larvae,Bacteria,Firmicutes,Clostridia,Clostridiales,0
LAA6,larvae,field larvae,Bacteria,Firmicutes,Clostridia,Clostridiales,0
LAA7,larvae,field larvae,Bacteria,Firmicutes,Clostridia,Clostridiales,0.631384615
LAA8,larvae,field larvae,Bacteria,Firmicutes,Clostridia,Clostridiales,0.310280031
LAA9,larvae,field larvae,Bacteria,Firmicutes,Clostridia,Clostridiales,0.306149832
X1,larvae,lab larvae,Bacteria,Firmicutes,Clostridia,Clostridiales,0.036785474
X10,water,lab water,Bacteria,Firmicutes,Clostridia,Clostridiales,0
X11,water,lab water,Bacteria,Firmicutes,Clostridia,Clostridiales,0.022063059
X2,larvae,lab larvae,Bacteria,Firmicutes,Clostridia,Clostridiales,0
X3,larvae,lab larvae,Bacteria,Firmicutes,Clostridia,Clostridiales,0.033991371
X4,larvae,lab larvae,Bacteria,Firmicutes,Clostridia,Clostridiales,0.054010317
X8,water,lab water,Bacteria,Firmicutes,Clostridia,Clostridiales,0
X9,water,lab water,Bacteria,Firmicutes,Clostridia,Clostridiales,0
AA100,water,field water,Other,Other,Other,Other,0.133948645
AA101,water,field water,Other,Other,Other,Other,0.033902952
AA103,water,field water,Other,Other,Other,Other,0.054799459
AA106,water,field water,Other,Other,Other,Other,0.159493671
AA107,water,field water,Other,Other,Other,Other,0.112811098
AA108,water,field water,Other,Other,Other,Other,0.036642412
AA109,water,field water,Other,Other,Other,Other,0.074951889
AA112,water,field water,Other,Other,Other,Other,0.046343071
AA113,water,field water,Other,Other,Other,Other,0.066987251
AA62,water,field water,Other,Other,Other,Other,0.07816818
AA63,water,field water,Other,Other,Other,Other,0.07322114
AA65,water,field water,Other,Other,Other,Other,0.093446763
AA66,water,field water,Other,Other,Other,Other,0.083052139
AA67,water,field water,Other,Other,Other,Other,0.062884293
AA79,water,field water,Other,Other,Other,Other,0.092165899
AA82,water,field water,Other,Other,Other,Other,0.077347444
AA84,water,field water,Other,Other,Other,Other,0.066756138
AA85,water,field water,Other,Other,Other,Other,0.084114095
AA88,water,field water,Other,Other,Other,Other,0.118027115
AA89,water,field water,Other,Other,Other,Other,0.032366518
AA90,water,field water,Other,Other,Other,Other,0.07678084
AA91,water,field water,Other,Other,Other,Other,0.038500252
AA94,water,field water,Other,Other,Other,Other,0.05450904
AA95,water,field water,Other,Other,Other,Other,0.057921311
AA96,water,field water,Other,Other,Other,Other,0.099394255
AA98,water,field water,Other,Other,Other,Other,0
AA99,water,field water,Other,Other,Other,Other,0.033778552
LAA1,larvae,field larvae,Other,Other,Other,Other,0.066753927
LAA10,larvae,field larvae,Other,Other,Other,Other,0.056400507
LAA11,larvae,field larvae,Other,Other,Other,Other,0.063126253
LAA12,larvae,field larvae,Other,Other,Other,Other,0.006375228
LAA13,larvae,field larvae,Other,Other,Other,Other,0.031901532
LAA15,larvae,field larvae,Other,Other,Other,Other,0.080479452
LAA17,larvae,field larvae,Other,Other,Other,Other,0.040339703
LAA18,larvae,field larvae,Other,Other,Other,Other,0.033664881
LAA2,larvae,field larvae,Other,Other,Other,Other,0.040995851
LAA20,larvae,field larvae,Other,Other,Other,Other,0.108047059
LAA22,larvae,field larvae,Other,Other,Other,Other,0.029656184
LAA23,larvae,field larvae,Other,Other,Other,Other,0.073944716
LAA24,larvae,field larvae,Other,Other,Other,Other,0.071744162
LAA26,larvae,field larvae,Other,Other,Other,Other,0.057686311
LAA27,larvae,field larvae,Other,Other,Other,Other,0.031641961
LAA28,larvae,field larvae,Other,Other,Other,Other,0.026363227
LAA29,larvae,field larvae,Other,Other,Other,Other,0.065393007
LAA3,larvae,field larvae,Other,Other,Other,Other,0.049500651
LAA30,larvae,field larvae,Other,Other,Other,Other,0.043727763
LAA31,larvae,field larvae,Other,Other,Other,Other,0.038326747
LAA32,larvae,field larvae,Other,Other,Other,Other,0.009070295
LAA4,larvae,field larvae,Other,Other,Other,Other,0.03663345
LAA5,larvae,field larvae,Other,Other,Other,Other,0.061457217
LAA6,larvae,field larvae,Other,Other,Other,Other,0.038518052
LAA7,larvae,field larvae,Other,Other,Other,Other,0.059692308
LAA8,larvae,field larvae,Other,Other,Other,Other,0.03263211
LAA9,larvae,field larvae,Other,Other,Other,Other,0.090756616
X1,larvae,lab larvae,Other,Other,Other,Other,0.037659718
X10,water,lab water,Other,Other,Other,Other,0.040455797
X11,water,lab water,Other,Other,Other,Other,0.037915404
X2,larvae,lab larvae,Other,Other,Other,Other,0.058680785
X3,larvae,lab larvae,Other,Other,Other,Other,0.038305661
X4,larvae,lab larvae,Other,Other,Other,Other,0.03782745
X8,water,lab water,Other,Other,Other,Other,0.036196601
X9,water,lab water,Other,Other,Other,Other,0.023475887
AA100,water,field water,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,0.027649588
AA101,water,field water,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,0
AA103,water,field water,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,0
AA106,water,field water,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,0.118987342
AA107,water,field water,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,0
AA108,water,field water,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,0
AA109,water,field water,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,0.192545326
AA112,water,field water,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,0
AA113,water,field water,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,0.02851711
AA62,water,field water,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,0
AA63,water,field water,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,0
AA65,water,field water,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,0.181343879
AA66,water,field water,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,0
AA67,water,field water,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,0.055897149
AA79,water,field water,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,0
AA82,water,field water,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,0
AA84,water,field water,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,0.046505219
AA85,water,field water,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,0.057672288
AA88,water,field water,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,0.064327072
AA89,water,field water,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,0
AA90,water,field water,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,0.065598309
AA91,water,field water,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,0
AA94,water,field water,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,0
AA95,water,field water,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,0.027023594
AA96,water,field water,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,0.080375171
AA98,water,field water,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,0.126126126
AA99,water,field water,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,0
LAA1,larvae,field larvae,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,0
LAA10,larvae,field larvae,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,0
LAA11,larvae,field larvae,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,0.036072144
LAA12,larvae,field larvae,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,0
LAA13,larvae,field larvae,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,0
LAA15,larvae,field larvae,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,0
LAA17,larvae,field larvae,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,0
LAA18,larvae,field larvae,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,0
LAA2,larvae,field larvae,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,0.042323651
LAA20,larvae,field larvae,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,0
LAA22,larvae,field larvae,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,0
LAA23,larvae,field larvae,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,0
LAA24,larvae,field larvae,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,0.024300442
LAA26,larvae,field larvae,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,0
LAA27,larvae,field larvae,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,0
LAA28,larvae,field larvae,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,0
LAA29,larvae,field larvae,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,0
LAA3,larvae,field larvae,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,0
LAA30,larvae,field larvae,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,0
LAA31,larvae,field larvae,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,0
LAA32,larvae,field larvae,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,0
LAA4,larvae,field larvae,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,0
LAA5,larvae,field larvae,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,0
LAA6,larvae,field larvae,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,0
LAA7,larvae,field larvae,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,0
LAA8,larvae,field larvae,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,0
LAA9,larvae,field larvae,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,0.022922102
X1,larvae,lab larvae,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,0
X10,water,lab water,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,0
X11,water,lab water,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,0
X2,larvae,lab larvae,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,0
X3,larvae,lab larvae,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,0
X4,larvae,lab larvae,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,0
X8,water,lab water,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,0
X9,water,lab water,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,0
AA100,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,0
AA101,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,0
AA103,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,0
AA106,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,0
AA107,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,0.033659731
AA108,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,0
AA109,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,0
AA112,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,0
AA113,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,0
AA62,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,0
AA63,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,0
AA65,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,0
AA66,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,0
AA67,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,0
AA79,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,0
AA82,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,0
AA84,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,0
AA85,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,0
AA88,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,0
AA89,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,0
AA90,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,0.024214141
AA91,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,0
AA94,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,0
AA95,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,0
AA96,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,0
AA98,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,0
AA99,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,0
LAA1,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,0
LAA10,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,0
LAA11,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,0
LAA12,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,0
LAA13,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,0
LAA15,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,0
LAA17,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,0
LAA18,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,0
LAA2,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,0
LAA20,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,0
LAA22,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,0
LAA23,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,0
LAA24,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,0
LAA26,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,0
LAA27,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,0
LAA28,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,0
LAA29,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,0
LAA3,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,0
LAA30,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,0
LAA31,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,0
LAA32,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,0
LAA4,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,0
LAA5,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,0
LAA6,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,0
LAA7,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,0
LAA8,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,0
LAA9,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,0
X1,larvae,lab larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,0
X10,water,lab water,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,0.168858978
X11,water,lab water,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,0
X2,larvae,lab larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,0
X3,larvae,lab larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,0.025624265
X4,larvae,lab larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,0
X8,water,lab water,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,0
X9,water,lab water,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,0
AA100,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,0.194927622
AA101,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,0.08270127
AA103,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,0.021721496
AA106,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,0.362158561
AA107,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,0.026315789
AA108,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,0.032224532
AA109,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,0.106857085
AA112,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,0.028508676
AA113,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,0.118653545
AA62,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,0
AA63,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,0.140500443
AA65,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,0.164196464
AA66,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,0
AA67,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,0.10844047
AA79,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,0.053251408
AA82,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,0.060121594
AA84,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,0.086611626
AA85,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,0.152352696
AA88,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,0.097655698
AA89,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,0.020771999
AA90,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,0.091573479
AA91,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,0
AA94,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,0.030962434
AA95,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,0.107999111
AA96,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,0.204324888
AA98,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,0.243243243
AA99,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,0.041908633
LAA1,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,0.031740838
LAA10,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,0.030291508
LAA11,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,0
LAA12,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,0
LAA13,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,0
LAA15,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,0.029280822
LAA17,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,0
LAA18,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,0.033446278
LAA2,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,0.039834025
LAA20,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,0
LAA22,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,0
LAA23,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,0.065961481
LAA24,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,0
LAA26,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,0
LAA27,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,0
LAA28,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,0
LAA29,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,0
LAA3,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,0
LAA30,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,0.032939286
LAA31,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,0
LAA32,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,0
LAA4,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,0
LAA5,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,0
LAA6,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,0
LAA7,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,0
LAA8,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,0
LAA9,larvae,field larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,0.03812896
X1,larvae,lab larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,0.431338265
X10,water,lab water,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,0.119455491
X11,water,lab water,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,0.241591746
X2,larvae,lab larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,0.352084712
X3,larvae,lab larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,0.36880638
X4,larvae,lab larvae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,0.474461414
X8,water,lab water,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,0.224988516
X9,water,lab water,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,0.159599636
AA100,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,0.071825819
AA101,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,0
AA103,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,0
AA106,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,0.119387075
AA107,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,0.107915137
AA108,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,0
AA109,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,0.111820115
AA112,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,0
AA113,water,field water,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,0.023932006
